,,Dev Info,,,,,Other DevInfo sources,,,,G-Econ,,,DHS (Equity),,,MICS (Equity),,,National Statistics Institute,,,,SEDAC / CIESIN,,,,OECD,,,,OPHI,,,,HarvestChoice,,,,NBER,,,,DHS (Open Aid Partnership),,,,DHS,,,
Guinea,428,no DevInfo,,,,,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,,,,,GuineaPopADM2.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-08-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/u454v3j9pafd2h1a9jrsu6c57a8lr7p1/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbcE9ldkZtbC1hbzg?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Guinea-Bissau,300,no DevInfo,,,,,,,,,,,,,,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,hunger_data.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,,,,,"Guinea-Bissau.xls
GBissauPopADM1.xlsx","https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-0s-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/sfc45rr3q7aips279a760897gbkv6ht3/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbODRVUVpQbExhYkE?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://doc-00-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/jldg5u6cs8trd7ss658k2m9mev8531bm/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbNkVYUGhyR3JLVms?h=07874974558453865051&e=download, ",,,,,
Guyana,214,no DevInfo,,,,,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,,,,,GuyanaPopADM1,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0o-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/06crjp34pa5a4u36cukjq0fatqmijc4r/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbZVhiR2tGNm5mYms?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Haiti,417,French,HaitiInfo_2011_fr.csv,http://www.devinfo.org/haitiinfo/libraries/aspx/Home.aspx,http://www.devinfo.org/haitiinfo/stock/data/CSV_DataFiles/HaitiInfo_2011_fr.zip,http://www.devinfo.org/articles/news,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,"imr_highres.csv
hunger_data.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download",http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,,,,,HaitiPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0c-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/j7cm1jjsa22sdlhg1dliep89phk8nsfg/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbOV81RlphZkpKN28?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Honduras,351,no DevInfo,,,,,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,HND_sae_csv.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download,n/a,https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,HondurasPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0g-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/fabb2d96lbu7cmlv12sdsvppc1dsc6p3/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbbmY3SFJ0TTZYaUU?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
"Hong Kong, China",219,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,288,no DevInfo,,,,,,,,,Europe_cal_xi_101309.xls,http://gecon.yale.edu/hungary,http://gecon.yale.edu/sites/default/files/Europe_cal_xi_101309_9.xls,,,,,,,,,,,,,,,OECD metropolitan areas.xls,http://stats.oecd.org/#,http://stats.oecd.org/FileView2.aspx?IDFile=00fa8a34-d432-4aff-aad4-b0924ff0c89e,http://www.oecd.org/std/theoecdstatisticsnewsletter-allissues.htm,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Iceland,83,no DevInfo,,,,,,,,,,,,,,,,,,,http://www.statice.is/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,541,English,DevInfo India_2011_en.csv,http://www.devinfo.org/devinfoindia/libraries/aspx/Home.aspx,http://www.devinfo.org/devinfoindia/stock/data/CSV_DataFiles/DevInfo%20India_2011_en.zip,http://www.devinfo.org/articles/news,"CensusInfo India 2011  Houses, Household Amenities and Assets_2011_en.csv
CensusInfo India 2011  Provisional Population Totals_2012_en.csv
BiharPolioCommsInfo_2011_en 2.csv","http://www.devinfo.org/indiacensus2011/libraries/aspx/Home.aspx
http://www.devinfo.org/indiacensuspopulationtotals2011/libraries/aspx/Home.aspx
http://www.devinfo.org/biharpoliocommsinfo/stock/data/CSV_DataFiles/BiharPolioCommsInfo_2011_en.zip","http://www.devinfo.org/indiacensus2011/stock/data/CSV_DataFiles/CensusInfo%20India%202011%20%20Houses,%20Household%20Amenities%20and%20Assets_2011_en.zip
http://www.devinfo.org/indiacensuspopulationtotals2011/stock/data/CSV_DataFiles/CensusInfo%20India%202011%20%20Provisional%20Population%20Totals_2012_en.zip
http://www.devinfo.org/biharpoliocommsinfo/stock/data/CSV_DataFiles/BiharPolioCommsInfo_2011_en.zip",,India_Calc_Xi_080410.xls,http://gecon.yale.edu/india,http://gecon.yale.edu/sites/default/files/India_Calc_Xi_080410.xls,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,"imr_highres.csv
hunger_data.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download
 http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download","http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"India-pov-ADM1.xls
IndiaPopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-0s-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/r3rtsoo9n0fcaq6utclgp3om26m65stf/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbOUd4TVY3QUJRNkU?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://doc-0c-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/5p9ko20s4vs8vmutfedirjj15omam6bk/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbZUkySkVkVkJyMGc?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Indonesia,524,Bahasa,AcehInfo_2012_bh.csv,http://www.devinfo.org/acehinfo/libraries/aspx/Home.aspx,http://www.devinfo.org/acehinfo/stock/data/CSV_DataFiles/AcehInfo_2012_en.zip,http://www.devinfo.org/articles/news,POKJAInfo_2011_en.csv,http://www.devinfo.org/pokjainfo/libraries/aspx/Home.aspx,http://www.devinfo.org/pokjainfo/stock/data/CSV_DataFiles/POKJAInfo_2011_en.zip,,Indonesia_Calc_Qa_050905.xls,http://gecon.yale.edu/indonesia,http://gecon.yale.edu/sites/default/files/Indonesia_Calc_Qa_050905.xls,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,"indonesia population.xls
indonesia infant mortality rate.xlsx
indonesia fertility.xlsx
indonesia illiteracy.xlsx
indonesia poverty.xlsx","http://www.bps.go.id/eng/tab_sub/view.php?kat=1&tabel=1&daftar=1&id_subyek=12&notab=1
http://www.bps.go.id/eng/tab_sub/view.php?kat=1&tabel=1&daftar=1&id_subyek=12&notab=5
http://www.bps.go.id/eng/tab_sub/view.php?kat=1&tabel=1&daftar=1&id_subyek=12&notab=7
http://www.bps.go.id/eng/tab_sub/view.php?kat=1&tabel=1&daftar=1&id_subyek=28&notab=2
http://www.bps.go.id/eng/tab_sub/view.php?kat=1&tabel=1&daftar=1&id_subyek=23&notab=1","http://www.bps.go.id/eng/tab_sub/excel.php?id_subyek=12%20&notab=1
http://www.bps.go.id/eng/tab_sub/excel.php?id_subyek=12%20&notab=5
http://www.bps.go.id/eng/tab_sub/excel.php?id_subyek=12%20&notab=7
http://www.bps.go.id/eng/tab_sub/excel.php?id_subyek=28%20&notab=2
http://www.bps.go.id/eng/tab_sub/excel.php?id_subyek=23%20&notab=1",,"IDN_sae_csv.csv
imr_highres.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download","n/a
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"Indonesia2007.csv
Indonesia-pov-ADM1-final.xls
Indonesia.xlsx
Indonesia2.xlsx
IndonesiaPopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing
https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing


https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-0s-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/1g2fqo0igluc04osq35i9ma4tvkb2cge/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbTmtVSUJZWUVnSDQ?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing
https://doc-00-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/3ef8bbla6db1lj63q39a0pck8c3r2dco/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbTktQblBlUE5VeFk?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing


https://doc-0s-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/bp32o4otrunjtmi2ngsdsp5m7t1ou1t0/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbUWo4bXdtRWdmdjA?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Iran,444,no DevInfo,,,,,,,,,Iran_Calc _Qa_042605.xls,http://gecon.yale.edu/iran,http://gecon.yale.edu/sites/default/files/Iran_Calc%20_Qa_042605.xls,,,,,,,,,,,imr_highres.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,IranPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-08-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/ab1oq58d3peniljrlsil7dpvu2c2ud4d/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbR2ZSUXNEVkl2S1U?h=07874974558453865051&e=download, ",,,,,
Iraq,462,no DevInfo,,,,,,,,,Iraq_Calc_Qa_060205.xls,http://gecon.yale.edu/iraq,http://gecon.yale.edu/sites/default/files/Iraq_Calc_Qa_060205.xls,,,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,,,,,,,,,,,,,IraqPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0k-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/ds8ldr3ncid0rg6fkkod6b6dmb5pvunc/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbaktSSm5UdmJLZ2c?h=07874974558453865051&e=download, ",,,,,
Ireland,187,no DevInfo,,,,,,,,,Europe_cal_xi_101309.xls,http://gecon.yale.edu/ireland,http://gecon.yale.edu/sites/default/files/Europe_cal_xi_101309_11.xls,,,,,,,,http://www.cso.ie/en/,,http://www.cso.ie/rss/data_dissemination_service.xml,,,,,OECD metropolitan areas.xls,http://stats.oecd.org/#,http://stats.oecd.org/FileView2.aspx?IDFile=00fa8a34-d432-4aff-aad4-b0924ff0c89e,http://www.oecd.org/std/theoecdstatisticsnewsletter-allissues.htm,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Israel,243,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Italy,398,no DevInfo,,,,,,,,,Europe_cal_xi_101309.xls,http://gecon.yale.edu/italy,http://gecon.yale.edu/sites/default/files/Europe_cal_xi_101309_10.xls,,,,,,,,,,,,,,,OECD metropolitan areas.xls,http://stats.oecd.org/#,http://stats.oecd.org/FileView2.aspx?IDFile=00fa8a34-d432-4aff-aad4-b0924ff0c89e,http://www.oecd.org/std/theoecdstatisticsnewsletter-allissues.htm,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Jamaica,230,English,JamStats_2013_en.csv,http://www.devinfo.org/jamstats/libraries/aspx/Home.aspx,http://www.devinfo.org/jamstats/stock/data/CSV_DataFiles/JamStats_2013_en.zip,http://www.devinfo.org/articles/news,Child Protection_2012_en.csv,http://www.devinfo.org/childprotection/libraries/aspx/Home.aspx,http://www.devinfo.org/childprotection/stock/data/CSV_DataFiles/Child%20Protection_2012_en.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JamaicaPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-00-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/rc2qn41miknp9qsf8av067i2psaiqpgb/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9Mbd2NtSnhhVzVOa2s?h=07874974558453865051&e=download, ",,,,,
Japan,417,no DevInfo,,,,,,,,,Japan_calc_XC_031411.xls,http://gecon.yale.edu/japan,http://gecon.yale.edu/sites/default/files/Japan_calc_XC_031411.xls,,,,,,,,,,,,,,,OECD metropolitan areas.xls,http://stats.oecd.org/#,http://stats.oecd.org/FileView2.aspx?IDFile=00fa8a34-d432-4aff-aad4-b0924ff0c89e,http://www.oecd.org/std/theoecdstatisticsnewsletter-allissues.htm,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Jordan,312,English,JordanInfo_2012_en.csv,http://www.devinfo.org/jordaninfo/libraries/aspx/Home.aspx,http://www.devinfo.org/jordaninfo/stock/data/CSV_DataFiles/JordanInfo_2012_en.zip,http://www.devinfo.org/articles/news,"JorInfo_2011_en.csv
Quality of Life Index - Jordan_2011_en.csv","http://www.devinfo.org/jorinfo/libraries/aspx/Home.aspx
http://www.devinfo.org/qlijordan/libraries/aspx/Home.aspx","http://www.devinfo.org/jorinfo/stock/data/CSV_DataFiles/JorInfo_2011_en.zip
http://www.devinfo.org/qlijordan/stock/data/CSV_DataFiles/Quality%20of%20Life%20Index%20-%20Jordan_2011_en.zip",,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"Jordan2009.csv
JordanPovertyADM1.xlsx
JordanPopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing
https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-0k-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/fb1vann1tdtjs5iobe86kdvulrgg76e9/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbRGNNcGJnaURfSGc?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing
https://doc-0c-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/9m10i15mhdbd7qrvei6td8alvssobhlo/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbNlNLcVNXZTVGSFk?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://doc-0c-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/1r1rhc9pbqa7mfv0h8q0000frtpnj5dh/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbaW4wVFQ2ZkJRWlE?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
